"meal_id","meal_time","food_id","user_id","serving_size","rating"
415,"2022-09-17 11:37:00+09",9,3,100,4
415,"2022-09-17 11:37:00+09",29,3,100,0
415,"2022-09-17 11:37:00+09",45,3,100,1
416,"2022-09-17 17:59:12+09",15,3,25,3
416,"2022-09-17 17:59:12+09",48,3,25,0
416,"2022-09-17 17:59:12+09",49,3,25,1
417,"2022-09-17 23:35:50+09",17,3,300,4
417,"2022-09-17 23:35:50+09",24,3,300,3
417,"2022-09-17 23:35:50+09",32,3,300,2
418,"2022-03-12 09:46:50+09",3,3,500,4
418,"2022-03-12 09:46:50+09",42,3,500,1
418,"2022-03-12 09:46:50+09",44,3,500,1
419,"2022-03-12 17:48:36+09",8,3,250,4
419,"2022-03-12 17:48:36+09",20,3,250,3
419,"2022-03-12 17:48:36+09",34,3,250,2
420,"2022-03-12 20:46:35+09",3,3,250,0
420,"2022-03-12 20:46:35+09",24,3,250,0
420,"2022-03-12 20:46:35+09",30,3,250,2
421,"2022-10-09 11:50:15+09",5,3,25,5
421,"2022-10-09 11:50:15+09",26,3,25,2
421,"2022-10-09 11:50:15+09",46,3,25,2
422,"2022-10-09 19:10:23+09",27,3,250,2
422,"2022-10-09 19:10:23+09",32,3,250,3
422,"2022-10-09 19:10:23+09",35,3,250,0
423,"2022-10-09 23:07:41+09",28,3,100,3
423,"2022-10-09 23:07:41+09",40,3,100,0
423,"2022-10-09 23:07:41+09",47,3,100,2
424,"2022-10-25 12:55:09+09",38,3,250,3
424,"2022-10-25 12:55:09+09",42,3,250,0
424,"2022-10-25 12:55:09+09",45,3,250,2
425,"2022-10-25 18:54:29+09",3,3,100,5
425,"2022-10-25 18:54:29+09",37,3,100,0
425,"2022-10-25 18:54:29+09",44,3,100,1
426,"2022-10-25 22:08:01+09",5,3,100,5
426,"2022-10-25 22:08:01+09",13,3,100,4
426,"2022-10-25 22:08:01+09",49,3,100,2
427,"2022-07-29 12:18:39+09",20,3,250,3
427,"2022-07-29 12:18:39+09",26,3,250,3
427,"2022-07-29 12:18:39+09",28,3,250,0
428,"2022-07-29 18:10:19+09",2,3,25,5
428,"2022-07-29 18:10:19+09",42,3,25,1
428,"2022-07-29 18:10:19+09",46,3,25,2
429,"2022-07-29 21:47:43+09",16,3,250,0
429,"2022-07-29 21:47:43+09",30,3,250,0
429,"2022-07-29 21:47:43+09",38,3,250,3
430,"2022-05-27 07:32:54+09",13,3,50,0
430,"2022-05-27 07:32:54+09",14,3,50,3
430,"2022-05-27 07:32:54+09",44,3,50,0
431,"2022-05-27 18:07:35+09",31,3,100,0
431,"2022-05-27 18:07:35+09",38,3,100,2
431,"2022-05-27 18:07:35+09",39,3,100,2
432,"2022-05-27 21:48:09+09",9,3,200,0
432,"2022-05-27 21:48:09+09",20,3,200,3
432,"2022-05-27 21:48:09+09",44,3,200,0
433,"2022-12-10 13:21:47+09",3,2,50,0
433,"2022-12-10 13:21:47+09",20,2,50,0
433,"2022-12-10 13:21:47+09",27,2,50,3
434,"2022-12-10 17:49:07+09",9,2,50,0
434,"2022-12-10 17:49:07+09",13,2,50,4
434,"2022-12-10 17:49:07+09",45,2,50,0
435,"2022-12-10 20:19:37+09",9,2,200,4
435,"2022-12-10 20:19:37+09",26,2,200,0
435,"2022-12-10 20:19:37+09",33,2,200,2
436,"2022-01-21 11:52:51+09",4,2,50,0
436,"2022-01-21 11:52:51+09",14,2,50,0
436,"2022-01-21 11:52:51+09",42,2,50,0
437,"2022-01-21 19:42:08+09",16,2,400,0
437,"2022-01-21 19:42:08+09",30,2,400,2
437,"2022-01-21 19:42:08+09",40,2,400,1
438,"2022-01-21 20:52:29+09",3,2,100,5
438,"2022-01-21 20:52:29+09",40,2,100,1
438,"2022-01-21 20:52:29+09",42,2,100,2
439,"2022-01-24 13:49:56+09",16,2,200,4
439,"2022-01-24 13:49:56+09",42,2,200,1
439,"2022-01-24 13:49:56+09",48,2,200,0
440,"2022-01-24 18:42:32+09",3,2,250,0
440,"2022-01-24 18:42:32+09",34,2,250,3
440,"2022-01-24 18:42:32+09",45,2,250,2
441,"2022-01-24 21:45:54+09",1,2,400,4
441,"2022-01-24 21:45:54+09",39,2,400,2
441,"2022-01-24 21:45:54+09",43,2,400,2
442,"2022-11-20 09:46:02+09",25,2,300,2
442,"2022-11-20 09:46:02+09",32,2,300,3
442,"2022-11-20 09:46:02+09",46,2,300,2
443,"2022-11-20 18:38:23+09",13,2,250,4
443,"2022-11-20 18:38:23+09",22,2,250,2
443,"2022-11-20 18:38:23+09",32,2,250,2
444,"2022-11-20 23:04:32+09",1,2,100,5
444,"2022-11-20 23:04:32+09",32,2,100,2
444,"2022-11-20 23:04:32+09",41,2,100,0
445,"2022-09-12 07:44:34+09",11,2,500,3
445,"2022-09-12 07:44:34+09",16,2,500,4
445,"2022-09-12 07:44:34+09",39,2,500,0
446,"2022-09-12 19:17:25+09",33,2,100,0
446,"2022-09-12 19:17:25+09",39,2,100,0
446,"2022-09-12 19:17:25+09",45,2,100,2
447,"2022-09-12 23:37:42+09",4,2,50,0
447,"2022-09-12 23:37:42+09",19,2,50,3
447,"2022-09-12 23:37:42+09",24,2,50,0
448,"2022-12-07 13:13:26+09",10,2,50,3
448,"2022-12-07 13:13:26+09",11,2,50,4
448,"2022-12-07 13:13:26+09",19,2,50,0
449,"2022-12-07 18:30:10+09",14,2,500,4
449,"2022-12-07 18:30:10+09",20,2,500,2
449,"2022-12-07 18:30:10+09",28,2,500,0
450,"2022-12-07 20:03:12+09",13,2,25,4
450,"2022-12-07 20:03:12+09",20,2,25,3
450,"2022-12-07 20:03:12+09",21,2,25,0
451,"2022-01-06 08:49:47+09",8,2,200,5
451,"2022-01-06 08:49:47+09",13,2,200,0
451,"2022-01-06 08:49:47+09",38,2,200,0
452,"2022-01-06 18:52:06+09",15,2,300,0
452,"2022-01-06 18:52:06+09",16,2,300,3
452,"2022-01-06 18:52:06+09",33,2,300,3
453,"2022-01-06 23:22:57+09",6,2,400,4
453,"2022-01-06 23:22:57+09",8,2,400,0
453,"2022-01-06 23:22:57+09",28,2,400,3
454,"2022-10-12 12:56:22+09",2,2,400,5
454,"2022-10-12 12:56:22+09",13,2,400,4
454,"2022-10-12 12:56:22+09",44,2,400,2
455,"2022-10-12 18:31:40+09",19,2,300,3
455,"2022-10-12 18:31:40+09",46,2,300,2
455,"2022-10-12 18:31:40+09",48,2,300,2
456,"2022-10-12 23:26:21+09",5,2,200,0
456,"2022-10-12 23:26:21+09",12,2,200,0
456,"2022-10-12 23:26:21+09",33,2,200,3
457,"2022-12-16 09:29:00+09",4,2,300,4
457,"2022-12-16 09:29:00+09",19,2,300,3
457,"2022-12-16 09:29:00+09",33,2,300,3
458,"2022-12-16 18:24:06+09",14,2,250,0
458,"2022-12-16 18:24:06+09",24,2,250,2
458,"2022-12-16 18:24:06+09",39,2,250,3
459,"2022-12-16 23:57:19+09",19,2,300,3
459,"2022-12-16 23:57:19+09",31,2,300,0
459,"2022-12-16 23:57:19+09",47,2,300,1
460,"2022-12-06 07:25:08+09",4,2,100,5
460,"2022-12-06 07:25:08+09",18,2,100,4
460,"2022-12-06 07:25:08+09",22,2,100,3
461,"2022-12-06 18:12:10+09",14,2,50,3
461,"2022-12-06 18:12:10+09",23,2,50,2
461,"2022-12-06 18:12:10+09",41,2,50,0
462,"2022-12-06 23:08:17+09",1,2,250,0
462,"2022-12-06 23:08:17+09",2,2,250,4
462,"2022-12-06 23:08:17+09",7,2,250,4
463,"2022-09-20 12:57:23+09",23,2,25,3
463,"2022-09-20 12:57:23+09",25,2,25,0
463,"2022-09-20 12:57:23+09",37,2,25,0
464,"2022-09-20 18:58:38+09",8,2,300,4
464,"2022-09-20 18:58:38+09",20,2,300,3
464,"2022-09-20 18:58:38+09",48,2,300,2
465,"2022-09-20 23:30:36+09",4,2,500,0
465,"2022-09-20 23:30:36+09",13,2,500,0
465,"2022-09-20 23:30:36+09",42,2,500,2
466,"2022-05-22 13:48:06+09",12,2,250,0
466,"2022-05-22 13:48:06+09",20,2,250,0
466,"2022-05-22 13:48:06+09",29,2,250,2
467,"2022-05-22 17:54:50+09",10,2,300,0
467,"2022-05-22 17:54:50+09",17,2,300,4
467,"2022-05-22 17:54:50+09",41,2,300,1
468,"2022-05-22 22:18:23+09",20,2,400,2
468,"2022-05-22 22:18:23+09",39,2,400,2
468,"2022-05-22 22:18:23+09",45,2,400,0
469,"2022-09-15 07:38:18+09",12,2,50,3
469,"2022-09-15 07:38:18+09",16,2,50,0
469,"2022-09-15 07:38:18+09",42,2,50,2
470,"2022-09-15 19:53:23+09",1,2,25,4
470,"2022-09-15 19:53:23+09",17,2,25,3
470,"2022-09-15 19:53:23+09",27,2,25,2
471,"2022-09-15 20:19:00+09",3,2,100,4
471,"2022-09-15 20:19:00+09",14,2,100,4
471,"2022-09-15 20:19:00+09",18,2,100,4
472,"2022-05-01 07:58:25+09",23,2,300,3
472,"2022-05-01 07:58:25+09",38,2,300,0
472,"2022-05-01 07:58:25+09",40,2,300,1
473,"2022-05-01 18:24:54+09",2,2,100,5
473,"2022-05-01 18:24:54+09",3,2,100,4
473,"2022-05-01 18:24:54+09",6,2,100,5
474,"2022-05-01 20:20:43+09",9,2,500,4
474,"2022-05-01 20:20:43+09",19,2,500,0
474,"2022-05-01 20:20:43+09",38,2,500,2
475,"2022-01-06 12:33:35+09",17,2,50,3
475,"2022-01-06 12:33:35+09",33,2,50,3
475,"2022-01-06 12:33:35+09",34,2,50,2
476,"2022-01-06 18:53:23+09",6,2,300,5
476,"2022-01-06 18:53:23+09",18,2,300,0
476,"2022-01-06 18:53:23+09",26,2,300,3
477,"2022-01-06 20:09:03+09",2,2,250,4
477,"2022-01-06 20:09:03+09",27,2,250,2
477,"2022-01-06 20:09:03+09",35,2,250,2
478,"2022-08-01 11:51:31+09",8,2,250,0
478,"2022-08-01 11:51:31+09",17,2,250,0
478,"2022-08-01 11:51:31+09",24,2,250,3
479,"2022-08-01 19:05:29+09",6,2,200,0
479,"2022-08-01 19:05:29+09",27,2,200,2
479,"2022-08-01 19:05:29+09",38,2,200,0
480,"2022-08-01 22:00:57+09",6,2,250,4
480,"2022-08-01 22:00:57+09",24,2,250,2
480,"2022-08-01 22:00:57+09",42,2,250,1
481,"2022-11-24 07:04:47+09",18,2,200,3
481,"2022-11-24 07:04:47+09",31,2,200,0
481,"2022-11-24 07:04:47+09",38,2,200,3
482,"2022-11-24 18:49:00+09",2,2,250,5
482,"2022-11-24 18:49:00+09",5,2,250,0
482,"2022-11-24 18:49:00+09",36,2,250,3
483,"2022-11-24 23:55:17+09",4,2,250,0
483,"2022-11-24 23:55:17+09",22,2,250,0
483,"2022-11-24 23:55:17+09",40,2,250,0
484,"2022-06-12 11:33:55+09",22,2,500,2
484,"2022-06-12 11:33:55+09",34,2,500,0
484,"2022-06-12 11:33:55+09",36,2,500,3
485,"2022-06-12 17:37:51+09",3,2,300,5
485,"2022-06-12 17:37:51+09",18,2,300,4
485,"2022-06-12 17:37:51+09",27,2,300,0
486,"2022-06-12 21:48:39+09",7,2,200,0
486,"2022-06-12 21:48:39+09",18,2,200,0
486,"2022-06-12 21:48:39+09",43,2,200,2
487,"2022-08-28 11:56:17+09",14,2,100,4
487,"2022-08-28 11:56:17+09",23,2,100,0
487,"2022-08-28 11:56:17+09",27,2,100,0
488,"2022-08-28 17:02:17+09",11,2,500,4
488,"2022-08-28 17:02:17+09",17,2,500,4
488,"2022-08-28 17:02:17+09",44,2,500,0
489,"2022-08-28 21:07:27+09",8,2,500,4
489,"2022-08-28 21:07:27+09",13,2,500,4
489,"2022-08-28 21:07:27+09",31,2,500,0
490,"2022-03-26 09:05:46+09",6,2,50,5
490,"2022-03-26 09:05:46+09",12,2,50,3
490,"2022-03-26 09:05:46+09",35,2,50,0
491,"2022-03-26 17:02:30+09",14,2,250,3
491,"2022-03-26 17:02:30+09",17,2,250,0
491,"2022-03-26 17:02:30+09",40,2,250,0
492,"2022-03-26 20:03:30+09",1,2,300,4
492,"2022-03-26 20:03:30+09",4,2,300,5
492,"2022-03-26 20:03:30+09",45,2,300,1
493,"2022-07-06 11:55:22+09",20,2,400,3
493,"2022-07-06 11:55:22+09",31,2,400,0
493,"2022-07-06 11:55:22+09",43,2,400,2
494,"2022-07-06 18:48:18+09",1,2,100,0
494,"2022-07-06 18:48:18+09",19,2,100,3
494,"2022-07-06 18:48:18+09",41,2,100,1
495,"2022-07-06 23:41:57+09",16,2,500,0
495,"2022-07-06 23:41:57+09",37,2,500,3
495,"2022-07-06 23:41:57+09",42,2,500,2
496,"2022-03-31 13:16:21+09",10,2,500,0
496,"2022-03-31 13:16:21+09",21,2,500,0
496,"2022-03-31 13:16:21+09",46,2,500,0
497,"2022-03-31 18:30:57+09",5,2,400,0
497,"2022-03-31 18:30:57+09",21,2,400,0
497,"2022-03-31 18:30:57+09",39,2,400,3
498,"2022-03-31 22:07:38+09",20,2,400,0
498,"2022-03-31 22:07:38+09",37,2,400,3
498,"2022-03-31 22:07:38+09",48,2,400,1
499,"2022-03-02 07:31:22+09",4,2,200,4
499,"2022-03-02 07:31:22+09",17,2,200,0
499,"2022-03-02 07:31:22+09",48,2,200,1
500,"2022-03-02 18:52:13+09",3,2,250,5
500,"2022-03-02 18:52:13+09",17,2,250,0
500,"2022-03-02 18:52:13+09",48,2,250,0
501,"2022-03-02 23:37:55+09",24,2,250,3
501,"2022-03-02 23:37:55+09",31,2,250,2
501,"2022-03-02 23:37:55+09",45,2,250,1
502,"2022-10-27 09:02:37+09",3,2,300,4
502,"2022-10-27 09:02:37+09",37,2,300,0
502,"2022-10-27 09:02:37+09",41,2,300,2
503,"2022-10-27 19:48:03+09",34,2,25,2
503,"2022-10-27 19:48:03+09",35,2,25,2
503,"2022-10-27 19:48:03+09",49,2,25,0
504,"2022-10-27 20:02:09+09",22,2,400,3
504,"2022-10-27 20:02:09+09",44,2,400,2
504,"2022-10-27 20:02:09+09",49,2,400,0
505,"2022-05-04 08:04:20+09",27,2,50,0
505,"2022-05-04 08:04:20+09",39,2,50,0
505,"2022-05-04 08:04:20+09",41,2,50,0
506,"2022-05-04 19:38:41+09",18,2,250,3
506,"2022-05-04 19:38:41+09",30,2,250,2
506,"2022-05-04 19:38:41+09",43,2,250,0
507,"2022-05-04 21:22:23+09",8,2,50,4
507,"2022-05-04 21:22:23+09",11,2,50,4
507,"2022-05-04 21:22:23+09",43,2,50,2
508,"2022-07-07 08:06:16+09",8,2,200,5
508,"2022-07-07 08:06:16+09",18,2,200,4
508,"2022-07-07 08:06:16+09",32,2,200,2
509,"2022-07-07 19:38:01+09",14,2,400,0
509,"2022-07-07 19:38:01+09",15,2,400,3
509,"2022-07-07 19:38:01+09",40,2,400,0
510,"2022-07-07 21:44:23+09",11,2,100,0
510,"2022-07-07 21:44:23+09",23,2,100,3
510,"2022-07-07 21:44:23+09",37,2,100,3
511,"2022-08-26 10:33:14+09",9,2,400,5
511,"2022-08-26 10:33:14+09",17,2,400,3
511,"2022-08-26 10:33:14+09",18,2,400,4
512,"2022-08-26 17:06:23+09",32,2,250,3
512,"2022-08-26 17:06:23+09",33,2,250,2
512,"2022-08-26 17:06:23+09",45,2,250,1
513,"2022-08-26 23:42:19+09",7,2,25,5
513,"2022-08-26 23:42:19+09",13,2,25,3
513,"2022-08-26 23:42:19+09",22,2,25,2
514,"2022-08-06 13:29:57+09",4,2,50,0
514,"2022-08-06 13:29:57+09",28,2,50,2
514,"2022-08-06 13:29:57+09",40,2,50,2
515,"2022-08-06 18:03:05+09",7,2,250,5
515,"2022-08-06 18:03:05+09",8,2,250,4
515,"2022-08-06 18:03:05+09",35,2,250,0
516,"2022-08-06 22:01:18+09",14,2,500,3
516,"2022-08-06 22:01:18+09",20,2,500,0
516,"2022-08-06 22:01:18+09",40,2,500,1
517,"2022-08-09 07:36:24+09",4,2,500,4
517,"2022-08-09 07:36:24+09",8,2,500,5
517,"2022-08-09 07:36:24+09",23,2,500,3
518,"2022-08-09 17:24:03+09",4,2,300,5
518,"2022-08-09 17:24:03+09",32,2,300,2
518,"2022-08-09 17:24:03+09",49,2,300,1
519,"2022-08-09 23:19:59+09",8,2,100,0
519,"2022-08-09 23:19:59+09",14,2,100,0
519,"2022-08-09 23:19:59+09",41,2,100,0
520,"2022-10-29 08:14:05+09",4,2,300,4
520,"2022-10-29 08:14:05+09",8,2,300,0
520,"2022-10-29 08:14:05+09",30,2,300,2
521,"2022-10-29 18:16:21+09",4,2,50,5
521,"2022-10-29 18:16:21+09",29,2,50,2
521,"2022-10-29 18:16:21+09",36,2,50,3
522,"2022-10-29 21:07:31+09",17,2,400,4
522,"2022-10-29 21:07:31+09",21,2,400,2
522,"2022-10-29 21:07:31+09",25,2,400,3
523,"2022-12-04 11:12:55+09",10,2,500,4
523,"2022-12-04 11:12:55+09",20,2,500,0
523,"2022-12-04 11:12:55+09",47,2,500,1
524,"2022-12-04 18:22:21+09",1,2,25,5
524,"2022-12-04 18:22:21+09",11,2,25,3
524,"2022-12-04 18:22:21+09",46,2,25,1
525,"2022-12-04 23:16:36+09",18,2,100,3
525,"2022-12-04 23:16:36+09",19,2,100,4
525,"2022-12-04 23:16:36+09",33,2,100,2
526,"2022-12-29 12:13:22+09",3,2,25,0
526,"2022-12-29 12:13:22+09",48,2,25,0
526,"2022-12-29 12:13:22+09",49,2,25,2
527,"2022-12-29 19:13:05+09",31,2,200,2
527,"2022-12-29 19:13:05+09",32,2,200,3
527,"2022-12-29 19:13:05+09",47,2,200,0
528,"2022-12-29 22:01:53+09",17,2,400,3
528,"2022-12-29 22:01:53+09",27,2,400,0
528,"2022-12-29 22:01:53+09",34,2,400,2
529,"2022-10-23 11:46:56+09",4,2,50,4
529,"2022-10-23 11:46:56+09",28,2,50,0
529,"2022-10-23 11:46:56+09",33,2,50,3
530,"2022-10-23 19:46:32+09",3,2,300,4
530,"2022-10-23 19:46:32+09",6,2,300,4
530,"2022-10-23 19:46:32+09",36,2,300,2
531,"2022-10-23 23:35:52+09",14,2,500,3
531,"2022-10-23 23:35:52+09",37,2,500,3
531,"2022-10-23 23:35:52+09",49,2,500,2
532,"2022-04-24 09:12:44+09",15,2,500,4
532,"2022-04-24 09:12:44+09",25,2,500,2
532,"2022-04-24 09:12:44+09",35,2,500,3
533,"2022-04-24 17:08:51+09",10,2,100,4
533,"2022-04-24 17:08:51+09",12,2,100,3
533,"2022-04-24 17:08:51+09",30,2,100,3
534,"2022-04-24 21:00:46+09",4,2,100,5
534,"2022-04-24 21:00:46+09",39,2,100,3
534,"2022-04-24 21:00:46+09",46,2,100,1
535,"2022-06-28 08:39:02+09",8,2,250,4
535,"2022-06-28 08:39:02+09",12,2,250,4
535,"2022-06-28 08:39:02+09",14,2,250,4
536,"2022-06-28 18:43:35+09",16,2,100,4
536,"2022-06-28 18:43:35+09",22,2,100,3
536,"2022-06-28 18:43:35+09",29,2,100,3
537,"2022-06-28 23:38:44+09",10,2,25,0
537,"2022-06-28 23:38:44+09",23,2,25,3
537,"2022-06-28 23:38:44+09",37,2,25,3
538,"2022-07-06 11:51:09+09",20,2,250,3
538,"2022-07-06 11:51:09+09",28,2,250,2
538,"2022-07-06 11:51:09+09",42,2,250,2
539,"2022-07-06 18:23:01+09",11,2,25,3
539,"2022-07-06 18:23:01+09",13,2,25,0
539,"2022-07-06 18:23:01+09",14,2,25,4
540,"2022-07-06 21:24:48+09",20,2,500,0
540,"2022-07-06 21:24:48+09",41,2,500,1
540,"2022-07-06 21:24:48+09",48,2,500,2
541,"2022-06-28 13:01:55+09",13,2,300,4
541,"2022-06-28 13:01:55+09",24,2,300,0
541,"2022-06-28 13:01:55+09",26,2,300,0
542,"2022-06-28 18:54:04+09",2,2,50,0
542,"2022-06-28 18:54:04+09",21,2,50,0
542,"2022-06-28 18:54:04+09",26,2,50,0
543,"2022-06-28 23:53:19+09",4,2,25,5
543,"2022-06-28 23:53:19+09",41,2,25,2
543,"2022-06-28 23:53:19+09",44,2,25,0
544,"2022-06-23 09:19:49+09",26,2,400,2
544,"2022-06-23 09:19:49+09",43,2,400,2
544,"2022-06-23 09:19:49+09",49,2,400,2
545,"2022-06-23 17:58:43+09",8,2,200,5
545,"2022-06-23 17:58:43+09",31,2,200,0
545,"2022-06-23 17:58:43+09",36,2,200,0
546,"2022-06-23 20:03:36+09",10,2,250,4
546,"2022-06-23 20:03:36+09",16,2,250,0
546,"2022-06-23 20:03:36+09",19,2,250,0
547,"2022-11-15 10:43:26+09",14,2,250,3
547,"2022-11-15 10:43:26+09",18,2,250,3
547,"2022-11-15 10:43:26+09",25,2,250,3
548,"2022-11-15 19:27:30+09",2,2,300,0
548,"2022-11-15 19:27:30+09",5,2,300,0
548,"2022-11-15 19:27:30+09",10,2,300,0
549,"2022-11-15 21:39:32+09",13,2,100,3
549,"2022-11-15 21:39:32+09",19,2,100,4
549,"2022-11-15 21:39:32+09",21,2,100,2
550,"2022-10-04 11:15:46+09",38,2,200,0
550,"2022-10-04 11:15:46+09",46,2,200,2
550,"2022-10-04 11:15:46+09",48,2,200,1
551,"2022-10-04 18:59:39+09",3,2,50,0
551,"2022-10-04 18:59:39+09",7,2,50,0
551,"2022-10-04 18:59:39+09",16,2,50,3
552,"2022-10-04 21:04:55+09",8,2,100,0
552,"2022-10-04 21:04:55+09",26,2,100,2
552,"2022-10-04 21:04:55+09",45,2,100,1
553,"2022-05-30 08:24:30+09",10,2,250,0
553,"2022-05-30 08:24:30+09",28,2,250,3
553,"2022-05-30 08:24:30+09",47,2,250,2
554,"2022-05-30 19:24:32+09",20,2,300,3
554,"2022-05-30 19:24:32+09",35,2,300,2
554,"2022-05-30 19:24:32+09",48,2,300,1
555,"2022-05-30 21:30:18+09",3,2,25,5
555,"2022-05-30 21:30:18+09",20,2,25,0
555,"2022-05-30 21:30:18+09",22,2,25,0
556,"2022-05-13 11:58:44+09",11,2,500,3
556,"2022-05-13 11:58:44+09",39,2,500,2
556,"2022-05-13 11:58:44+09",43,2,500,0
557,"2022-05-13 19:47:33+09",10,2,250,3
557,"2022-05-13 19:47:33+09",20,2,250,2
557,"2022-05-13 19:47:33+09",42,2,250,0
558,"2022-05-13 23:05:41+09",3,2,300,0
558,"2022-05-13 23:05:41+09",18,2,300,3
558,"2022-05-13 23:05:41+09",46,2,300,1
559,"2022-06-15 13:07:31+09",31,2,250,2
559,"2022-06-15 13:07:31+09",37,2,250,0
559,"2022-06-15 13:07:31+09",46,2,250,2
560,"2022-06-15 17:12:51+09",1,2,300,0
560,"2022-06-15 17:12:51+09",30,2,300,2
560,"2022-06-15 17:12:51+09",37,2,300,3
561,"2022-06-15 22:08:32+09",15,2,200,0
561,"2022-06-15 22:08:32+09",24,2,200,3
561,"2022-06-15 22:08:32+09",35,2,200,0
562,"2022-09-07 13:37:46+09",22,2,250,3
562,"2022-09-07 13:37:46+09",23,2,250,0
562,"2022-09-07 13:37:46+09",46,2,250,0
563,"2022-09-07 18:10:07+09",6,2,500,0
563,"2022-09-07 18:10:07+09",36,2,500,2
563,"2022-09-07 18:10:07+09",47,2,500,2
564,"2022-09-07 21:43:03+09",22,2,100,2
564,"2022-09-07 21:43:03+09",36,2,100,0
564,"2022-09-07 21:43:03+09",47,2,100,2
565,"2022-12-23 11:33:52+09",22,2,200,2
565,"2022-12-23 11:33:52+09",28,2,200,3
565,"2022-12-23 11:33:52+09",41,2,200,1
566,"2022-12-23 19:46:52+09",2,2,200,4
566,"2022-12-23 19:46:52+09",26,2,200,3
566,"2022-12-23 19:46:52+09",45,2,200,0
567,"2022-12-23 21:04:11+09",34,2,250,3
567,"2022-12-23 21:04:11+09",43,2,250,2
567,"2022-12-23 21:04:11+09",44,2,250,1
568,"2022-08-06 07:04:40+09",2,2,400,0
568,"2022-08-06 07:04:40+09",30,2,400,2
568,"2022-08-06 07:04:40+09",46,2,400,2
569,"2022-08-06 18:17:37+09",13,2,100,4
569,"2022-08-06 18:17:37+09",19,2,100,0
569,"2022-08-06 18:17:37+09",40,2,100,0
570,"2022-08-06 20:56:43+09",16,2,200,0
570,"2022-08-06 20:56:43+09",30,2,200,3
570,"2022-08-06 20:56:43+09",40,2,200,0
571,"2022-07-27 08:27:49+09",10,2,25,0
571,"2022-07-27 08:27:49+09",38,2,25,3
571,"2022-07-27 08:27:49+09",39,2,25,0
572,"2022-07-27 17:56:37+09",30,2,250,2
572,"2022-07-27 17:56:37+09",35,2,250,0
572,"2022-07-27 17:56:37+09",48,2,250,0
573,"2022-07-27 20:36:38+09",3,2,50,4
573,"2022-07-27 20:36:38+09",28,2,50,0
573,"2022-07-27 20:36:38+09",49,2,50,0
574,"2022-07-26 08:56:45+09",38,2,400,0
574,"2022-07-26 08:56:45+09",44,2,400,0
574,"2022-07-26 08:56:45+09",48,2,400,0
575,"2022-07-26 18:26:19+09",13,2,200,3
575,"2022-07-26 18:26:19+09",30,2,200,2
575,"2022-07-26 18:26:19+09",35,2,200,3
576,"2022-07-26 23:05:01+09",32,2,100,0
576,"2022-07-26 23:05:01+09",34,2,100,2
576,"2022-07-26 23:05:01+09",42,2,100,1
577,"2022-05-05 10:38:05+09",2,4,100,4
577,"2022-05-05 10:38:05+09",27,4,100,2
577,"2022-05-05 10:38:05+09",30,4,100,3
578,"2022-05-05 17:46:47+09",24,4,400,2
578,"2022-05-05 17:46:47+09",36,4,400,3
578,"2022-05-05 17:46:47+09",41,4,400,0
579,"2022-05-05 20:19:54+09",20,4,500,2
579,"2022-05-05 20:19:54+09",21,4,500,3
579,"2022-05-05 20:19:54+09",43,4,500,1
580,"2022-04-04 10:04:53+09",13,4,50,0
580,"2022-04-04 10:04:53+09",25,4,50,0
580,"2022-04-04 10:04:53+09",31,4,50,2
581,"2022-04-04 19:29:37+09",6,4,300,5
581,"2022-04-04 19:29:37+09",19,4,300,3
581,"2022-04-04 19:29:37+09",46,4,300,0
582,"2022-04-04 22:42:44+09",5,4,250,5
582,"2022-04-04 22:42:44+09",6,4,250,0
582,"2022-04-04 22:42:44+09",23,4,250,2
583,"2022-02-11 11:49:23+09",23,4,200,0
583,"2022-02-11 11:49:23+09",31,4,200,2
583,"2022-02-11 11:49:23+09",41,4,200,2
584,"2022-02-11 19:10:57+09",17,4,25,3
584,"2022-02-11 19:10:57+09",32,4,25,2
584,"2022-02-11 19:10:57+09",33,4,25,3
585,"2022-02-11 22:34:49+09",7,4,250,5
585,"2022-02-11 22:34:49+09",13,4,250,4
585,"2022-02-11 22:34:49+09",37,4,250,2
586,"2022-06-19 09:06:35+09",6,4,25,0
586,"2022-06-19 09:06:35+09",30,4,25,0
586,"2022-06-19 09:06:35+09",33,4,25,2
587,"2022-06-19 17:09:00+09",12,4,500,4
587,"2022-06-19 17:09:00+09",41,4,500,1
587,"2022-06-19 17:09:00+09",48,4,500,2
588,"2022-06-19 22:40:55+09",12,4,300,3
588,"2022-06-19 22:40:55+09",13,4,300,0
588,"2022-06-19 22:40:55+09",49,4,300,0
589,"2022-04-06 13:09:20+09",11,4,250,0
589,"2022-04-06 13:09:20+09",19,4,250,4
589,"2022-04-06 13:09:20+09",30,4,250,2
590,"2022-04-06 19:02:52+09",8,4,250,5
590,"2022-04-06 19:02:52+09",10,4,250,3
590,"2022-04-06 19:02:52+09",40,4,250,2
591,"2022-04-06 23:58:17+09",5,4,200,5
591,"2022-04-06 23:58:17+09",7,4,200,4
591,"2022-04-06 23:58:17+09",22,4,200,3
592,"2022-02-22 09:55:08+09",9,4,200,0
592,"2022-02-22 09:55:08+09",13,4,200,4
592,"2022-02-22 09:55:08+09",33,4,200,3
593,"2022-02-22 18:59:52+09",3,4,400,0
593,"2022-02-22 18:59:52+09",28,4,400,0
593,"2022-02-22 18:59:52+09",48,4,400,2
